ACTION_OCCURRENCE_ID|ASSIGNMENT_ID|ASSIGNMENT_SUPERVISOR_ID|BUSINESS_GROUP_ID|EFFECTIVE_END_DATE|EFFECTIVE_START_DATE|MANAGER_ASSIGNMENT_ID|MANAGER_ID|MANAGER_TYPE|PERSON_ID|PRIMARY_FLAG|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|ASSIGKTGA12711|ASSIGKTGA17034|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/19|ASSIGKTGA17034|P826700741|LINE_MANAGER|P3608955082|Y||
|ASSIGKTGA11788|ASSIGKTGA17034|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/12|ASSIGKTGA17034|P826700741|LINE_MANAGER|P257151299|Y||
|ASSIGKTGA17163|ASSIGKTGA17034|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/08|ASSIGKTGA17034|P826700741|LINE_MANAGER|P1246977384|Y||
|ASSIGKTGA6069|ASSIGKTGA9548|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/19|ASSIGKTGA9548|P2744330308|LINE_MANAGER|P3119875692|Y||
|ASSIGKTGA6211|ASSIGKTGA9548|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA9548|P2744330308|LINE_MANAGER|P3192380893|Y||
|ASSIGKTGA17042|ASSIGKTGA9548|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/18|ASSIGKTGA9548|P2744330308|LINE_MANAGER|P3221666803|Y||
|ASSIGKTGA7346|ASSIGKTGA9548|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA9548|P2744330308|LINE_MANAGER|P4065470482|Y||
|ASSIGKTGA14933|ASSIGKTGA9548|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/04|ASSIGKTGA9548|P2744330308|LINE_MANAGER|P3401384999|Y||
|ASSIGKTGA3045|ASSIGKTGA16733|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/02|ASSIGKTGA16733|P2460946555|LINE_MANAGER|P3797371032|Y||
|ASSIGKTGA10176|ASSIGKTGA16733|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/07/01|ASSIGKTGA16733|P2460946555|LINE_MANAGER|P501612704|Y||
|ASSIGKTGA16358|ASSIGKTGA16733|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/07/31|ASSIGKTGA16733|P2460946555|LINE_MANAGER|P1823150702|Y||
|ASSIGKTGA16408|ASSIGKTGA16733|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/09/24|ASSIGKTGA16733|P2460946555|LINE_MANAGER|P2629651939|Y||
|ASSIGKTGA11292|ASSIGKTGA16733|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA16733|P2460946555|LINE_MANAGER|P1994215529|Y||
|ASSIGKTGA379|ASSIGKTGA16861|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/02|ASSIGKTGA16861|P985583552|LINE_MANAGER|P817996603|Y||
|ASSIGKTGA11125|ASSIGKTGA16861|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA16861|P985583552|LINE_MANAGER|P2224708155|Y||
|ASSIGKTGA5053|ASSIGKTGA16861|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/02|ASSIGKTGA16861|P985583552|LINE_MANAGER|P2769244159|Y||
|ASSIGKTGA10476|ASSIGKTGA16861|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/01/13|ASSIGKTGA16861|P985583552|LINE_MANAGER|P1952724583|Y||
|ASSIGKTGA3744|ASSIGKTGA16861|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA16861|P985583552|LINE_MANAGER|P82362960|Y||
|ASSIGKTGA17330|ASSIGKTGA16861|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/02|ASSIGKTGA16861|P985583552|LINE_MANAGER|P3371838148|Y||
|ASSIGKTGA13948|ASSIGKTGA4288|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA4288|P1466738826|LINE_MANAGER|P904878685|Y||
|ASSIGKTGA17379|ASSIGKTGA4288|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/05|ASSIGKTGA4288|P1466738826|LINE_MANAGER|P334161138|Y||
|ASSIGKTGA17710|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/05/29|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P378969961|Y||
|ASSIGKTGA13770|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/15|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P2846605356|Y||
|ASSIGKTGA246|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/05|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P226519528|Y||
|ASSIGKTGA16621|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/09/24|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P4066137767|Y||
|ASSIGKTGA13073|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P11205735|Y||
|ASSIGKTGA17262|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/13|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P227699006|Y||
|ASSIGKTGA15552|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/12/23|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P290389265|Y||
|ASSIGKTGA17088|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/06|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P1067501950|Y||
|ASSIGKTGA10460|ASSIGKTGA13606|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA13606|P1134931156|LINE_MANAGER|P3352172938|Y||
|ASSIGKTGA16982|ASSIGKTGA17450|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/08|ASSIGKTGA17450|P2852777205|LINE_MANAGER|P745573370|Y||
|ASSIGKTGA17439|ASSIGKTGA17450|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/20|ASSIGKTGA17450|P2852777205|LINE_MANAGER|P1360495043|Y||
|ASSIGKTGA16914|ASSIGKTGA17450|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/21|ASSIGKTGA17450|P2852777205|LINE_MANAGER|P3753978449|Y||
|ASSIGKTGA11651|ASSIGKTGA17450|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/14|ASSIGKTGA17450|P2852777205|LINE_MANAGER|P1608727944|Y||
|ASSIGKTGA10324|ASSIGKTGA17450|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA17450|P2852777205|LINE_MANAGER|P2565199236|Y||
|ASSIGKTGA14431|ASSIGKTGA17450|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA17450|P2852777205|LINE_MANAGER|P576091733|Y||
|ASSIGKTGA14473|ASSIGKTGA17450|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/08/01|ASSIGKTGA17450|P2852777205|LINE_MANAGER|P1775698976|Y||
|ASSIGKTGA4977|ASSIGKTGA15645|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/11/29|ASSIGKTGA15645|P649762990|LINE_MANAGER|P3225651763|Y||
|ASSIGKTGA17548|ASSIGKTGA15645|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/05/12|ASSIGKTGA15645|P649762990|LINE_MANAGER|P2028178989|Y||
|ASSIGKTGA17415|ASSIGKTGA15645|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/16|ASSIGKTGA15645|P649762990|LINE_MANAGER|P4285043889|Y||
|ASSIGKTGA14998|ASSIGKTGA15645|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/12/02|ASSIGKTGA15645|P649762990|LINE_MANAGER|P972840687|Y||
|ASSIGKTGA9541|ASSIGKTGA15645|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA15645|P649762990|LINE_MANAGER|P2852865563|Y||
|ASSIGKTGA17327|ASSIGKTGA2711|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/27|ASSIGKTGA2711|P3423266385|LINE_MANAGER|P3717928856|Y||
|ASSIGKTGA250|ASSIGKTGA16798|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/04/25|ASSIGKTGA16798|P4817733|LINE_MANAGER|P2218998586|Y||
|ASSIGKTGA16109|ASSIGKTGA16798|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/05/30|ASSIGKTGA16798|P4817733|LINE_MANAGER|P2754273845|Y||
|ASSIGKTGA8980|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/10/31|ASSIGKTGA15762|P999594117|LINE_MANAGER|P1384475906|Y||
|ASSIGKTGA15209|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/10/31|ASSIGKTGA15762|P999594117|LINE_MANAGER|P3852502814|Y||
|ASSIGKTGA8349|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/05/13|ASSIGKTGA15762|P999594117|LINE_MANAGER|P3934297258|Y||
|ASSIGKTGA14512|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA15762|P999594117|LINE_MANAGER|P2374006529|Y||
|ASSIGKTGA17104|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/01/08|ASSIGKTGA15762|P999594117|LINE_MANAGER|P2256727812|Y||
|ASSIGKTGA14770|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA15762|P999594117|LINE_MANAGER|P1446621720|Y||
|ASSIGKTGA14771|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA15762|P999594117|LINE_MANAGER|P3924030725|Y||
|ASSIGKTGA16883|ASSIGKTGA15762|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/11/17|ASSIGKTGA15762|P999594117|LINE_MANAGER|P1094564826|Y||
|ASSIGKTGA5103|ASSIGKTGA17329|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/05/04|ASSIGKTGA17329|P3320957626|LINE_MANAGER|P3095041703|Y||
|ASSIGKTGA17399|ASSIGKTGA17329|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/03/13|ASSIGKTGA17329|P3320957626|LINE_MANAGER|P1114546453|Y||
|ASSIGKTGA14476|ASSIGKTGA17329|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/05/04|ASSIGKTGA17329|P3320957626|LINE_MANAGER|P799919483|Y||
|ASSIGKTGA9549|ASSIGKTGA17329|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA17329|P3320957626|LINE_MANAGER|P40832698|Y||
|ASSIGKTGA5916|ASSIGKTGA17329|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA17329|P3320957626|LINE_MANAGER|P140211090|Y||
|ASSIGKTGA4961|ASSIGKTGA17329|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/02/27|ASSIGKTGA17329|P3320957626|LINE_MANAGER|P125624747|Y||
|ASSIGKTGA17557|ASSIGKTGA17396|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2015/05/18|ASSIGKTGA17396|P2334482366|LINE_MANAGER|P4041880920|Y||
|ASSIGKTGA2592|ASSIGKTGA16892|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2011/06/07|ASSIGKTGA16892|P3664805838|LINE_MANAGER|P4048236963|Y||
|ASSIGKTGA15799|ASSIGKTGA16892|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/02/28|ASSIGKTGA16892|P3664805838|LINE_MANAGER|P880885227|Y||
|ASSIGKTGA11033|ASSIGKTGA16892|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2011/06/27|ASSIGKTGA16892|P3664805838|LINE_MANAGER|P4238468901|Y||
|ASSIGKTGA14877|ASSIGKTGA6009|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2014/10/30|ASSIGKTGA6009|P3400533680|LINE_MANAGER|P2732534168|Y||
|ASSIGKTGA14015|ASSIGKTGA6009|188772AEC11AAD11E053A647660A0CF2|4712/12/31|2013/06/24|ASSIGKTGA6009|P3400533680|LINE_MANAGER|P1476245836|Y||
