ACTION_OCCURRENCE_ID|ADDS_TO_BUDGET|ASSIGN_WORK_MEASURE_ID|ASSIGNMENT_ID|BUSINESS_GROUP_ID|EFFECTIVE_START_DATE|EFFECTIVE_END_DATE|UNIT|VALUE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|Y|ASG_FTE_PKTG476|ASSIGKTG476|188772AEC11AAD11E053A647660A0CF2|2002-04-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG464|ASSIGKTG464|188772AEC11AAD11E053A647660A0CF2|2002-04-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG472|ASSIGKTG472|188772AEC11AAD11E053A647660A0CF2|2002-04-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG469|ASSIGKTG469|188772AEC11AAD11E053A647660A0CF2|2002-04-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG455|ASSIGKTG455|188772AEC11AAD11E053A647660A0CF2|2002-04-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG470|ASSIGKTG470|188772AEC11AAD11E053A647660A0CF2|2002-04-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG474|ASSIGKTG474|188772AEC11AAD11E053A647660A0CF2|2002-04-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG478|ASSIGKTG478|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG479|ASSIGKTG479|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG480|ASSIGKTG480|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG483|ASSIGKTG483|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG484|ASSIGKTG484|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG485|ASSIGKTG485|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG488|ASSIGKTG488|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG490|ASSIGKTG490|188772AEC11AAD11E053A647660A0CF2|2002-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG481|ASSIGKTG481|188772AEC11AAD11E053A647660A0CF2|2002-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG482|ASSIGKTG482|188772AEC11AAD11E053A647660A0CF2|2002-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG486|ASSIGKTG486|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG487|ASSIGKTG487|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG491|ASSIGKTG491|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG492|ASSIGKTG492|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG493|ASSIGKTG493|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG494|ASSIGKTG494|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG495|ASSIGKTG495|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG496|ASSIGKTG496|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG497|ASSIGKTG497|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA200|ASSIGKTGA200|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA208|ASSIGKTGA208|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA209|ASSIGKTGA209|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA210|ASSIGKTGA210|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA211|ASSIGKTGA211|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA212|ASSIGKTGA212|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA213|ASSIGKTGA213|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA214|ASSIGKTGA214|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA215|ASSIGKTGA215|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA216|ASSIGKTGA216|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA217|ASSIGKTGA217|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA218|ASSIGKTGA218|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA219|ASSIGKTGA219|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA220|ASSIGKTGA220|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA222|ASSIGKTGA222|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA223|ASSIGKTGA223|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA224|ASSIGKTGA224|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA225|ASSIGKTGA225|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA226|ASSIGKTGA226|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA227|ASSIGKTGA227|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA228|ASSIGKTGA228|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA229|ASSIGKTGA229|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA230|ASSIGKTGA230|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA231|ASSIGKTGA231|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA232|ASSIGKTGA232|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA233|ASSIGKTGA233|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA234|ASSIGKTGA234|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA235|ASSIGKTGA235|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA236|ASSIGKTGA236|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA237|ASSIGKTGA237|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA239|ASSIGKTGA239|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA240|ASSIGKTGA240|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA241|ASSIGKTGA241|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA242|ASSIGKTGA242|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA243|ASSIGKTGA243|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA244|ASSIGKTGA244|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA245|ASSIGKTGA245|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA246|ASSIGKTGA246|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA247|ASSIGKTGA247|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA248|ASSIGKTGA248|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA249|ASSIGKTGA249|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA250|ASSIGKTGA250|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA251|ASSIGKTGA251|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA252|ASSIGKTGA252|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA253|ASSIGKTGA253|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA255|ASSIGKTGA255|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA256|ASSIGKTGA256|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA259|ASSIGKTGA259|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA261|ASSIGKTGA261|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA262|ASSIGKTGA262|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2792|ASSIGKTGA2792|188772AEC11AAD11E053A647660A0CF2|2002-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA258|ASSIGKTGA258|188772AEC11AAD11E053A647660A0CF2|2002-05-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA257|ASSIGKTGA257|188772AEC11AAD11E053A647660A0CF2|2002-05-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA260|ASSIGKTGA260|188772AEC11AAD11E053A647660A0CF2|2002-05-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG498|ASSIGKTG498|188772AEC11AAD11E053A647660A0CF2|2002-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG499|ASSIGKTG499|188772AEC11AAD11E053A647660A0CF2|2002-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG500|ASSIGKTG500|188772AEC11AAD11E053A647660A0CF2|2002-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA254|ASSIGKTGA254|188772AEC11AAD11E053A647660A0CF2|2002-05-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA264|ASSIGKTGA264|188772AEC11AAD11E053A647660A0CF2|2002-05-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA263|ASSIGKTGA263|188772AEC11AAD11E053A647660A0CF2|2002-05-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG501|ASSIGKTG501|188772AEC11AAD11E053A647660A0CF2|2002-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG502|ASSIGKTG502|188772AEC11AAD11E053A647660A0CF2|2002-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG503|ASSIGKTG503|188772AEC11AAD11E053A647660A0CF2|2002-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG504|ASSIGKTG504|188772AEC11AAD11E053A647660A0CF2|2002-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG505|ASSIGKTG505|188772AEC11AAD11E053A647660A0CF2|2002-05-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA265|ASSIGKTGA265|188772AEC11AAD11E053A647660A0CF2|2002-05-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG506|ASSIGKTG506|188772AEC11AAD11E053A647660A0CF2|2002-05-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG507|ASSIGKTG507|188772AEC11AAD11E053A647660A0CF2|2002-05-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG508|ASSIGKTG508|188772AEC11AAD11E053A647660A0CF2|2002-05-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG509|ASSIGKTG509|188772AEC11AAD11E053A647660A0CF2|2002-05-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA266|ASSIGKTGA266|188772AEC11AAD11E053A647660A0CF2|2002-05-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA205|ASSIGKTGA205|188772AEC11AAD11E053A647660A0CF2|2002-05-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA204|ASSIGKTGA204|188772AEC11AAD11E053A647660A0CF2|2002-06-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG510|ASSIGKTG510|188772AEC11AAD11E053A647660A0CF2|2002-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG511|ASSIGKTG511|188772AEC11AAD11E053A647660A0CF2|2002-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA206|ASSIGKTGA206|188772AEC11AAD11E053A647660A0CF2|2002-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA207|ASSIGKTGA207|188772AEC11AAD11E053A647660A0CF2|2002-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG512|ASSIGKTG512|188772AEC11AAD11E053A647660A0CF2|2002-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG513|ASSIGKTG513|188772AEC11AAD11E053A647660A0CF2|2002-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG514|ASSIGKTG514|188772AEC11AAD11E053A647660A0CF2|2002-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG515|ASSIGKTG515|188772AEC11AAD11E053A647660A0CF2|2002-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG516|ASSIGKTG516|188772AEC11AAD11E053A647660A0CF2|2002-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG517|ASSIGKTG517|188772AEC11AAD11E053A647660A0CF2|2002-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA43|ASSIGKTGA43|188772AEC11AAD11E053A647660A0CF2|2002-06-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG518|ASSIGKTG518|188772AEC11AAD11E053A647660A0CF2|2002-06-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA267|ASSIGKTGA267|188772AEC11AAD11E053A647660A0CF2|2002-06-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG519|ASSIGKTG519|188772AEC11AAD11E053A647660A0CF2|2002-06-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG520|ASSIGKTG520|188772AEC11AAD11E053A647660A0CF2|2002-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG521|ASSIGKTG521|188772AEC11AAD11E053A647660A0CF2|2002-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA272|ASSIGKTGA272|188772AEC11AAD11E053A647660A0CF2|2002-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG522|ASSIGKTG522|188772AEC11AAD11E053A647660A0CF2|2002-07-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA273|ASSIGKTGA273|188772AEC11AAD11E053A647660A0CF2|2002-07-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA269|ASSIGKTGA269|188772AEC11AAD11E053A647660A0CF2|2002-07-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA271|ASSIGKTGA271|188772AEC11AAD11E053A647660A0CF2|2002-07-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG523|ASSIGKTG523|188772AEC11AAD11E053A647660A0CF2|2002-07-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG524|ASSIGKTG524|188772AEC11AAD11E053A647660A0CF2|2002-07-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA274|ASSIGKTGA274|188772AEC11AAD11E053A647660A0CF2|2002-07-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG526|ASSIGKTG526|188772AEC11AAD11E053A647660A0CF2|2002-07-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA275|ASSIGKTGA275|188772AEC11AAD11E053A647660A0CF2|2002-07-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG525|ASSIGKTG525|188772AEC11AAD11E053A647660A0CF2|2002-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG527|ASSIGKTG527|188772AEC11AAD11E053A647660A0CF2|2002-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG528|ASSIGKTG528|188772AEC11AAD11E053A647660A0CF2|2002-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA276|ASSIGKTGA276|188772AEC11AAD11E053A647660A0CF2|2002-08-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA277|ASSIGKTGA277|188772AEC11AAD11E053A647660A0CF2|2002-08-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA278|ASSIGKTGA278|188772AEC11AAD11E053A647660A0CF2|2002-08-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA280|ASSIGKTGA280|188772AEC11AAD11E053A647660A0CF2|2002-08-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG529|ASSIGKTG529|188772AEC11AAD11E053A647660A0CF2|2002-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG530|ASSIGKTG530|188772AEC11AAD11E053A647660A0CF2|2002-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG531|ASSIGKTG531|188772AEC11AAD11E053A647660A0CF2|2002-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG537|ASSIGKTG537|188772AEC11AAD11E053A647660A0CF2|2002-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG536|ASSIGKTG536|188772AEC11AAD11E053A647660A0CF2|2002-09-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA283|ASSIGKTGA283|188772AEC11AAD11E053A647660A0CF2|2002-09-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG532|ASSIGKTG532|188772AEC11AAD11E053A647660A0CF2|2002-09-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG533|ASSIGKTG533|188772AEC11AAD11E053A647660A0CF2|2002-09-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG534|ASSIGKTG534|188772AEC11AAD11E053A647660A0CF2|2002-09-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA281|ASSIGKTGA281|188772AEC11AAD11E053A647660A0CF2|2002-09-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA282|ASSIGKTGA282|188772AEC11AAD11E053A647660A0CF2|2002-09-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA284|ASSIGKTGA284|188772AEC11AAD11E053A647660A0CF2|2002-09-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG538|ASSIGKTG538|188772AEC11AAD11E053A647660A0CF2|2002-09-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA285|ASSIGKTGA285|188772AEC11AAD11E053A647660A0CF2|2002-09-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG539|ASSIGKTG539|188772AEC11AAD11E053A647660A0CF2|2002-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG540|ASSIGKTG540|188772AEC11AAD11E053A647660A0CF2|2002-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG541|ASSIGKTG541|188772AEC11AAD11E053A647660A0CF2|2002-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG542|ASSIGKTG542|188772AEC11AAD11E053A647660A0CF2|2002-10-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG543|ASSIGKTG543|188772AEC11AAD11E053A647660A0CF2|2002-10-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG544|ASSIGKTG544|188772AEC11AAD11E053A647660A0CF2|2002-10-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG549|ASSIGKTG549|188772AEC11AAD11E053A647660A0CF2|2002-10-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG545|ASSIGKTG545|188772AEC11AAD11E053A647660A0CF2|2002-10-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG546|ASSIGKTG546|188772AEC11AAD11E053A647660A0CF2|2002-10-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG547|ASSIGKTG547|188772AEC11AAD11E053A647660A0CF2|2002-10-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG548|ASSIGKTG548|188772AEC11AAD11E053A647660A0CF2|2002-10-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG550|ASSIGKTG550|188772AEC11AAD11E053A647660A0CF2|2002-10-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG551|ASSIGKTG551|188772AEC11AAD11E053A647660A0CF2|2002-10-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG552|ASSIGKTG552|188772AEC11AAD11E053A647660A0CF2|2002-10-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG553|ASSIGKTG553|188772AEC11AAD11E053A647660A0CF2|2002-10-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA286|ASSIGKTGA286|188772AEC11AAD11E053A647660A0CF2|2002-10-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA288|ASSIGKTGA288|188772AEC11AAD11E053A647660A0CF2|2002-10-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA55|ASSIGKTGA55|188772AEC11AAD11E053A647660A0CF2|2002-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA287|ASSIGKTGA287|188772AEC11AAD11E053A647660A0CF2|2002-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA290|ASSIGKTGA290|188772AEC11AAD11E053A647660A0CF2|2002-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG554|ASSIGKTG554|188772AEC11AAD11E053A647660A0CF2|2002-11-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG555|ASSIGKTG555|188772AEC11AAD11E053A647660A0CF2|2002-11-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA292|ASSIGKTGA292|188772AEC11AAD11E053A647660A0CF2|2002-11-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG556|ASSIGKTG556|188772AEC11AAD11E053A647660A0CF2|2002-11-18|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG558|ASSIGKTG558|188772AEC11AAD11E053A647660A0CF2|2002-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG557|ASSIGKTG557|188772AEC11AAD11E053A647660A0CF2|2002-12-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA289|ASSIGKTGA289|188772AEC11AAD11E053A647660A0CF2|2002-12-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA291|ASSIGKTGA291|188772AEC11AAD11E053A647660A0CF2|2002-12-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG559|ASSIGKTG559|188772AEC11AAD11E053A647660A0CF2|2002-12-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA295|ASSIGKTGA295|188772AEC11AAD11E053A647660A0CF2|2002-12-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG560|ASSIGKTG560|188772AEC11AAD11E053A647660A0CF2|2002-12-25|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA296|ASSIGKTGA296|188772AEC11AAD11E053A647660A0CF2|2003-01-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA297|ASSIGKTGA297|188772AEC11AAD11E053A647660A0CF2|2003-01-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG561|ASSIGKTG561|188772AEC11AAD11E053A647660A0CF2|2003-01-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA298|ASSIGKTGA298|188772AEC11AAD11E053A647660A0CF2|2003-01-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA299|ASSIGKTGA299|188772AEC11AAD11E053A647660A0CF2|2003-01-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA300|ASSIGKTGA300|188772AEC11AAD11E053A647660A0CF2|2003-01-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA302|ASSIGKTGA302|188772AEC11AAD11E053A647660A0CF2|2003-01-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG562|ASSIGKTG562|188772AEC11AAD11E053A647660A0CF2|2003-01-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG563|ASSIGKTG563|188772AEC11AAD11E053A647660A0CF2|2003-01-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA301|ASSIGKTGA301|188772AEC11AAD11E053A647660A0CF2|2003-01-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA303|ASSIGKTGA303|188772AEC11AAD11E053A647660A0CF2|2003-02-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA304|ASSIGKTGA304|188772AEC11AAD11E053A647660A0CF2|2003-02-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA305|ASSIGKTGA305|188772AEC11AAD11E053A647660A0CF2|2003-02-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA306|ASSIGKTGA306|188772AEC11AAD11E053A647660A0CF2|2003-02-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA312|ASSIGKTGA312|188772AEC11AAD11E053A647660A0CF2|2003-02-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA307|ASSIGKTGA307|188772AEC11AAD11E053A647660A0CF2|2003-02-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA308|ASSIGKTGA308|188772AEC11AAD11E053A647660A0CF2|2003-02-18|4712-12-31|FTE|1||
